Territorial,Tipo Estudio,Expediente,Estado,Naturaleza,Clase de empresa,Municipio,Nombre proyecto,Resolución,Descriptor,Fecha resolución
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2014-8,Archivado,Jurídica,Privada,Amalfi,IDENTIFICACION DE ESPECIES AMENAZADAS ENDÉMICAS O EN VEDA,160-1502-20651,Por la cual se niega una prorroga,02/11/2015 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2013-6,Archivado,Jurídica,Pública,Campamento,APROVECHAMIENTO HIDROELÉCTRICO DE LA CUENCA DEL RÍO NECHÍ- POLÍGONO 2,160TH-1609-12874,Por la cual se niega una prorroga,09/26/2016 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2013-6,Archivado,Jurídica,Pública,Campamento,APROVECHAMIENTO HIDROELÉCTRICO DE LA CUENCA DEL RÍO NECHÍ- POLÍGONO 2,160TH-1609-12874,Por la cual se niega una prorroga,09/26/2016 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-21,Archivado,,,Caracolí,PEQUEÑA CENTRAL HIDROELÉCTRICA FALCON,130ZF-3810,Por la cual se niega un permiso de estudio,12/21/2009 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2008-44,Archivado,,,Ituango,DESARROLLO HIDROELÉCTRICO LA SELVA,130TH-7292,Por la cual se adopta una decisión,10/01/2009 12:00:00 AM
Cartama,Recursos naturales,CA2-2010-3,Activo,Natural,-No aplica-,Valparaíso,estudios de prefactibilidad y factibilidad para generación ele´ctrica quebrada Vequedo,130CA-1211-7561,"Por la cual se modifica un permiso, concesión o autorización",11/20/2012 12:00:00 AM
Cartama,Recursos naturales,CA2-2010-3,Activo,Natural,-No aplica-,Valparaíso,estudios de prefactibilidad y factibilidad para generación ele´ctrica quebrada Vequedo,130CA-1211-7561,"Por la cual se modifica un permiso, concesión o autorización",11/20/2012 12:00:00 AM
Cartama,Recursos naturales,CA2-2010-3,Activo,Natural,-No aplica-,Valparaíso,estudios de prefactibilidad y factibilidad para generación ele´ctrica quebrada Vequedo,130CA-1211-7561,"Por la cual se modifica un permiso, concesión o autorización",11/20/2012 12:00:00 AM
Cartama,Recursos naturales,CA2-2010-3,Activo,Natural,-No aplica-,Valparaíso,estudios de prefactibilidad y factibilidad para generación ele´ctrica quebrada Vequedo,130CA-1211-7561,"Por la cual se modifica un permiso, concesión o autorización",11/20/2012 12:00:00 AM
Cartama,Recursos naturales,CA2-2010-3,Activo,Natural,-No aplica-,Valparaíso,estudios de prefactibilidad y factibilidad para generación ele´ctrica quebrada Vequedo,130CA-1211-7561,"Por la cual se modifica un permiso, concesión o autorización",11/20/2012 12:00:00 AM
Cartama,Recursos naturales,CA2-2010-3,Activo,Natural,-No aplica-,Valparaíso,estudios de prefactibilidad y factibilidad para generación ele´ctrica quebrada Vequedo,130CA-1211-7561,"Por la cual se modifica un permiso, concesión o autorización",11/20/2012 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2013-12,Archivado,Jurídica,Privada,Yolombó,PCH RENACER,160ZF-RES1812-7408,Por la cual se archiva un expediente,12/27/2018 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2011-6,Archivado,Jurídica,Privada,Anorí,PROYECTO HIDROELÉCTRICO LA RINCONADA,130TH-1201-8741,Por la cual se adopta una decisión,01/18/2012 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2018-19,Archivado,Jurídica,Privada,Jericó,ESTUDIOS AMBIENTALES,,,
Citará,Recursos naturales,CI2-2014-7,Archivado,Natural,-No aplica-,Hispania,PCH EL LIMÓN,130CI-1407-10841,Por la cual se otorga un permiso para el estudio de recursos naturales,07/15/2014 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2013-13,Archivado,Jurídica,Privada,Ciudad Bolívar,ESTABLECIMIENTO DE LA LÍNEA BASE DE LA BIODIVERSIDAD EN LA MICROCUENCA LA ARBOLEDA,160-1611-23181,Por la cual se acepta un desistimiento tácito,11/24/2016 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2009-2,Archivado,Jurídica,Pública,Angostura,GENERACIÓN DE ENERGÍA A PARTIR DEL RÍO PAJARITO,130TH-1305-10110,Por la cual se otorga un permiso para el estudio de recursos naturales,05/22/2013 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2009-2,Archivado,Jurídica,Pública,Angostura,GENERACIÓN DE ENERGÍA A PARTIR DEL RÍO PAJARITO,130TH-1305-10110,Por la cual se otorga un permiso para el estudio de recursos naturales,05/22/2013 12:00:00 AM
Cartama,Recursos naturales,CA2-2010-4,Archivado,Jurídica,Privada,Santa Bárbara,QUEBRADA LA LOMA PROYECTO HIDROELÉCTRICO DENOMINADO EL HELECHAL,130CA-1203-7249,"Por la cual se modifica un permiso, concesión o autorización",03/24/2012 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2019-8,Archivado,Jurídica,Privada,Campamento,Permiso de estudio del recurso hídrico para proyecto de generación hidroeléctrica,160TH-RES1905-2615,Por la cual se inadmite una solicitud,05/23/2019 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2009-2,Archivado,Jurídica,Privada,Maceo,EJECUCIÓN PLANES DE MANEJO PARA LA CONSERVACIÓN IN SITU Y EX SITU DE ESPECIES DE FLORA SILVESTRE,130ZF-1201-4937,Por la cual se adopta una decisión,01/24/2012 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2013-1,Archivado,Jurídica,Privada,Angostura,PERMISO DE ESTUDIO DE RECURSOS NATURALES SUBCUENCA RÍO TENCHE,160TH-1610-12943,Por la cual se niega una prorroga,10/31/2016 12:00:00 AM
Citará,Recursos naturales,CI2-2008-7,Archivado,Jurídica,Privada,Hispania,ESTUDIO DE PREFACTIBILIDAD Y FACTIBILIDAD PARA LA GENERACIÓN DE ENERGÍA ELÉCTRICA A PARTIR DEL CAUDAL DEL RIO SAN JUAN JURISDICCIÓN DE HISPANIA,130CI-6412,Por la cual se archiva un expediente,05/24/2010 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-30,Archivado,Jurídica,Privada,Segovia,PROXIMACIÓN A  LA CARACTERIZACIÓN DEL MEDIO BIÓTICO DEL ÁREA DE INFLUENCIA DEL PROYECTO LAS PEPAS,160-1606-22332,Por la cual se niega un permiso de estudio de investigación cientifica en diversidad biologica,06/08/2016 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2008-1,Archivado,Jurídica,Privada,Ituango,Estudio Fuerza Hidraúlica Río Cauca.,130TH-7412,Por la cual se otorga un permiso de estudio,11/20/2009 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2018-12,Activo,Jurídica,Pública,Toledo,PCH Quebrada Santa María,160TH-RES1810-5881,Por la cual se otorga un permiso para el estudio de recursos naturales,10/29/2018 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2018-12,Activo,Jurídica,Pública,Toledo,PCH Quebrada Santa María,160TH-RES1810-5881,Por la cual se otorga un permiso para el estudio de recursos naturales,10/29/2018 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2014-1,Archivado,Jurídica,Privada,Caramanta,"ESTUDIO TÉCNICO , AMBIENAL ,SOCIAL Y ECONÓMICO DE SOPORTE PARA LA VIABILIZACIÓN DEL PROYECTO EXPLORATORIO DE SOLVISTA EN LAS AREAS SUPERPUESTAS CON EL DMI CUCHILLA JARDÍN - TAMESIS",160-1410-20168,Por la cual se archiva un expediente,10/23/2014 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2022-11,Activo,Jurídica,Privada,El Bagre,ELABORACIÓN DE ESTUDIOS AMBIENTALES,160-RES2206-3512,Por la cual se otorga un permiso,06/16/2022 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-5,Archivado,,,Vegachí,DESARROLLO HIDROELÉCTRICO LA CLAVELINA,130ZF-3818,Por la cual se otorga un permiso de estudio,12/24/2009 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2011-16,Activo,Jurídica,Privada,Anorí,DESARROLLO HIDROELÉCTRICO POLONIA,160TH-RES1901-389,Por la cual se termina anticipadamente un trámite o permiso,01/30/2019 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2019-34,Activo,Jurídica,Privada,Yolombó,PROYECTO DE GENERACIÓN HIDROELÉCTRICA MUNICIPIOS DE GÓMEZ PLATA Y MACEO,040-RES2402-731,Por la cual se niega un traspaso,02/26/2024 12:00:00 AM
Citará,Recursos naturales,CI2-2013-1,Archivado,Natural,-No aplica-,Andes,PCH SAN JUAN,160CI-1509-12244,Por la cual se otorga un plazo adicional,09/29/2015 12:00:00 AM
Aburrá Sur,Recursos naturales,AS2-2012-4,Archivado,Natural,-No aplica-,Armenia,PEQUEÑA CENTRAL HIDROELECTRICA ALTO DEL CARMEN,130AS-1212-7245,Por la cual se otorga un permiso para el estudio de recursos naturales,12/11/2012 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2010-1,Archivado,Jurídica,Privada,Angostura,GENERACIÓN DE ENERGÍA A PARTIR DEL CAUDAL DEL RÍO NECHÍ,160TH-RES1707-3836,Por la cual se termina anticipadamente un trámite o permiso,07/27/2017 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2017-52,Archivado,Natural,-No aplica-,Valdivia,. APROVECHAMIENTO HIDROENERGÉTICO PEQUEÑAS CENTRALES HIDROELÉTRICAS (PCH) EL ORO.,160PZ-RES2109-5679,Por la cual se archiva un expediente,09/08/2021 12:00:00 AM
Aburrá Sur,Recursos naturales,AS2-2011-1,Archivado,Jurídica,Privada,Armenia,PROYECTO HIDROELÉCTRICO LA PESCADORA,130AS-1405-8353,Por la cual se archiva un expediente,05/26/2014 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2016-8,Archivado,Natural,-No aplica-,Yolombó,PCH,160ZF-RES1804-1919,Por la cual se otorga un permiso para el estudio de recursos naturales,04/13/2018 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-18,Archivado,Jurídica,Privada,Remedios,desarrolllo Hidroelectrico la solita,130ZF-1210-5498,Por la cual se adopta una decisión,10/22/2012 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2020-20,Activo,Jurídica,Privada,Zaragoza,"Solicitud de Permiso de estudio de los Recursos Naturales Renovables, para proyectar la Rehabilitación de la Pequeña Central Hidroeléctrica PCH ZARAGOZA, sobre la Quebrada San Juan",160PZ-RES2104-1892,Por la cual se otorga un permiso,04/08/2021 12:00:00 AM
Aburrá Sur,Recursos naturales,AS2-2008-6,Archivado,Natural,-No aplica-,Amagá,Desarrollo Hidroelectrico La Boquilla,130AS-1109-6129,Por la cual se adopta una decisión,09/01/2011 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2019-36,Archivado,Jurídica,Privada,Campamento,"Solicitud de permiso de estudio para la recolección de especímenes de especies silvestres para los proyectos hidroeléctricos La Esperanza, El oso y Manzanillo",160-RES2211-6828,Por la cual se prorroga un permiso,11/18/2022 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2014-22,Archivado,Jurídica,Privada,Gómez Plata,PROYECTO HIDROELÉCTRICO LA BONITA,160-1411-20228,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,11/10/2014 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-8,Archivado,Jurídica,Privada,Bello,"INVENTARIO PRELIMINAR DE ESPECIES FLORISTICAS PRESENTES EN EL ÁREA,DE ESTUDIOS POLIDUCTO SISTEMA DE TRANSPORTED SEBASTOPOL MEDELLIN CARTAGO",040-1306-18260,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,06/12/2013 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2017-71,Archivado,Natural,-No aplica-,Santa Rosa De Osos,PCH LA ESPERANZA,160TH-RES1809-5261,Por la cual se declara el desistimiento tácito,09/26/2018 12:00:00 AM
Citará,Recursos naturales,CI2-2017-9,Archivado,Jurídica,Privada,Jardín,PCH,160CI-RES1709-5331,Por la cual se otorga un permiso para el estudio de recursos naturales,09/29/2017 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2011-24,Archivado,Jurídica,Privada,Puerto Nare,APROXIMACION A LA DIVERSIDAD DE ESPECIES FAUNISTICAS Y COBERTURAS VEGETALES PRESENTES EN EL ÁREA DE ESTUDIO DE CAMPO NARE,040-1201-16568,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,01/25/2012 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2020-6,Archivado,Jurídica,Privada,Yolombó,INGENEVO SAS,160ZF-RES2212-7202,Por la cual se prorroga un permiso,12/01/2022 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2009-16,Archivado,Jurídica,Privada,Tarazá,Desarrollo Hidroeléctrico Lagunas,160PZ-RES1711-6763,Por la cual se archiva un expediente,11/29/2017 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2018-18,Archivado,Jurídica,Privada,San Pedro De Los Milagros,ESTUDIOS AMBIENTALES,,,
Tahamíes,Recursos naturales,TH2-2014-2,Archivado,Jurídica,Privada,Angostura,PCH SANTA TERESA,130TH-1411-11239,Por la cual se adopta una decisión,11/06/2014 12:00:00 AM
Aburrá Sur,Recursos naturales,AS2-2012-4,Archivado,Natural,-No aplica-,Armenia,PEQUEÑA CENTRAL HIDROELECTRICA ALTO DEL CARMEN,160AS-RES1711-6400,Por la cual se archiva un expediente,11/20/2017 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-23,Archivado,Jurídica,Privada,Puerto Nare,DESARROLLO HIDROELÉCTRICO LA ARABIA,130ZF-3905,Por la cual se otorga un permiso de estudio,02/03/2010 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,SR2-2020-29,Activo,Natural,-No aplica-,Santa Rosa De Osos,PERMISO INDIVIDUAL DE RECOLECCIÓN,160-RES2305-1983,Por la cual se adopta una decisión,05/12/2023 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2009-3,Archivado,Natural,-No aplica-,Amalfi,investigación cientifica en diversidad biológica,130ZF-1104-4401,Por la cual se adopta una decisión,04/14/2011 12:00:00 AM
Citará,Recursos naturales,CA2-2016-5,Archivado,Natural,-No aplica-,Ciudad Bolívar,APROVECHAMIENTO HIDROELECTRICO SOBRE LA CUNCA DEL RIOA SAN JUAN PROYECTO DENOMINADO PCH LA HERRADURA,160CI-RES2005-2915,Por la cual se archiva un expediente,05/27/2020 12:00:00 AM
Citará,Recursos naturales,CI2-2010-2,Archivado,Jurídica,Privada,Jardín,CENTRAL HIDROÉLECTRICA QUEBRADA LA BONITA DE JARDÍN,130CI-1104-7273,Por la cual se otorga un permiso para el estudio de recursos naturales,04/13/2011 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-9,Activo,Jurídica,Privada,Caramanta,"CARACTERIZACION BIOTICA EN LOS MUNICIPIOS DE CARAMANTA, VALPARAISO Y TAMESIS COMO PARTE DE LOS ESTUDIOS AMBIENTALES PARA UN PROYECTO MINERO DE EXPLOTACION",040-1208-17331,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,08/15/2012 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2014-5,Archivado,Jurídica,Privada,Ituango,PEQUEÑA CENTRAL HIDROELÉCTRICA BAJO INGLES,160TH-RES1801-22,Por la cual se traspasa un permiso,01/04/2018 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2010-6,Archivado,Jurídica,Privada,Maceo,INVESTIGACIÓN CIENTÍFICA EN DIVERSIDAD BILÓGICA,130ZF-1210-5502,Por la cual se adopta una decisión,10/23/2012 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2012-3,Archivado,Natural,-No aplica-,Buriticá,PROYECTO PEQUEÑA CENTRAL HIDROELECTRICA (PCH) LA CLARA I,160HX-1605-8265,Por la cual se archiva un expediente,05/04/2016 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-28,Archivado,Jurídica,Privada,Andes,ELABORACION DEL ESTUDIO DE IMPACTO AMBIENTAL  DE LA PCH SAN PEDRO,160-1603-21976,Por la cual se acepta un desistimiento tácito,03/14/2016 12:00:00 AM
Aburrá Sur,Recursos naturales,AS2-2008-3,Archivado,Natural,-No aplica-,Armenia,Desarrollo Hidroelectrico Casa Vieja,130AS-1207-6925,Por la cual se adopta una decisión,07/17/2012 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-18,Archivado,Jurídica,Privada,Remedios,DESARROLLO HIDROELÉCTRICO LA SOLITA,130ZF-4054,Por la cual se otorga un permiso de estudio,07/26/2010 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-19,Archivado,Jurídica,Privada,Buriticá,"MUESTREO COMPONENTE DE FLOR, FAUNA E HIDROBIOLOGICO PARA LA CARACTERIZACION BIOTICA NECESARIA DENTRO DEL ESTUDIO DE IMPACTO AMBIENTAL PARA EL DESARROLLO DE UN PROYECTO MINERO",160-RES1805-2453,Por la cual se levanta una medida preventiva,05/08/2018 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2019-23,Activo,Natural,-No aplica-,Vegachí,PROYECTO HIDROELÉCTRICO EN LA CUENCA DEL RÍO VOLCÁN,160ZF-RES1909-5151,Por la cual se otorga un permiso para el estudio de recursos naturales,09/26/2019 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2012-2,Archivado,Natural,-No aplica-,Remedios,PCH RIONEGRITO,160ZF-RES1901-75,Por la cual se archiva un expediente,01/11/2019 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Recursos naturales,SR2-2019-25,Activo,Jurídica,Privada,Puerto Nare,Permiso de recolección de especímenes de especies silvestres cpn fines de elaboración de estudios ambientales,160-RES1911-6420,Por la cual se otorga un permiso,11/08/2019 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-1,Activo,Jurídica,Privada,Girardota,Caracterizacion de los sistemas acuaticos en la empresa disolventes y petroleos de antioquia,160-1610-22935,Por la cual se adopta una decisión,10/07/2016 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2012-2,Archivado,Jurídica,Privada,Tarazá,Recurso Hídrico Río Tarazá,130PZ-1210-2235,Por la cual se otorga un permiso para el estudio de recursos naturales,10/08/2012 12:00:00 AM
Citará,Recursos naturales,CI2-2016-6,Archivado,Natural,-No aplica-,Betania,PCH EL CHUMBIMBO,160CI-1609-13194,"Por la cual se modifica un permiso, concesión o autorización",09/19/2016 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2019-14,Activo,Jurídica,Privada,Santa Rosa De Osos,Solicitud de permiso para el estudio del recurso hídrico Quebrada Chilimaco,160TH-RES2004-2234,Por la cual se otorga un permiso para el estudio de recursos naturales,04/28/2020 12:00:00 AM
Citará,Recursos naturales,CI2-2019-30,Archivado,Natural,-No aplica-,Hispania,PROYECTO HIDROELECTRICO HISPANIA,160CI-RES2210-6166,Por la cual se archiva un expediente,10/25/2022 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2017-39,Archivado,Natural,-No aplica-,Liborina,PCH,160HX-RES1710-5772,Por la cual se termina anticipadamente un trámite o permiso,10/24/2017 12:00:00 AM
Citará,Recursos naturales,CI2-2016-7,Archivado,Natural,-No aplica-,Andes,PCH LAS CASITAS,160CI-1605-12902,Por la cual se otorga un permiso para el estudio de recursos naturales,05/12/2016 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2017-65,Archivado,Jurídica,Pública,Toledo,PCH SANTA MARIA,160TH-RES1711-6666,Por la cual se inadmite una solicitud,11/28/2017 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2017-65,Archivado,Jurídica,Pública,Toledo,PCH SANTA MARIA,160TH-RES1711-6666,Por la cual se inadmite una solicitud,11/28/2017 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2019-14,Activo,Jurídica,Privada,Santa Rosa De Osos,Solicitud de permiso para el estudio del recurso hídrico Quebrada Chilimaco,160TH-RES2402-653,Por la cual se niega una prorroga,02/22/2024 12:00:00 AM
Citará,Recursos naturales,CI2-2008-5,Archivado,,,Betania,,,,
Zenufaná,Recursos naturales,ZF2-2008-13,Archivado,Jurídica,Privada,Yolombó,HIFROELECTRICA EL RINCON,130ZF-1210-5472,Por la cual se adopta una decisión,10/18/2012 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2013-4,Archivado,Jurídica,Pública,Vegachí,RIO SAN BARTOLOME POLIGONO 4,130ZF-1409-6736,Por la cual se niega un permiso para el estudio de recursos naturales,09/24/2014 12:00:00 AM
Aburrá Sur,Recursos naturales,AS2-2012-2,Archivado,Natural,-No aplica-,Armenia,PEQUEÑA CENTRAL HIDROELECTRICA LA PAVA,160AS-RES1711-6401,Por la cual se archiva un expediente,11/20/2017 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2019-32,Archivado,Jurídica,Privada,Maceo,PERMISO DE ESTUDIO PARA UN PROYECTO,160ZF-RES1912-7782,Por la cual se otorga un permiso para el estudio de recursos naturales,12/19/2019 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2018-25,Activo,Jurídica,Privada,Segovia,ESTUDIOS AMBIENTALES,,,
Citará,Recursos naturales,CI2-2006-3,Archivado,Jurídica,Privada,Jardín,REALIZACIÓN DE INVENTARIOS DE BIODIVERSIDAD,130CI-3970,Por la cual se concede un permiso de estudio,12/20/2006 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2014-9,Archivado,Jurídica,Privada,Amalfi,MATODOLOGÍAS PARA LA RECOLECCIÓN DE ESPECÍMENES Y MUESTRAS DE LA BIODIVERSIDAD,160-1606-22311,Por la cual se prorroga un permiso,06/07/2016 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2008-18,Archivado,Jurídica,Privada,Angostura,Pequeña Central Hidroelèctrica de un Permiso de Estudio para aprovechar aguas del Rìo Pajarito.,130TH-1201-8799,Por la cual se otorga un permiso para el estudio de recursos naturales,01/24/2012 12:00:00 AM
