Territorial,Expediente,Fecha resolución,Estado,Naturaleza,Clase de empresa,Municipio,Tipo Obra,Tipo Ocupación
Aburrá Norte,AN8-2010-11,10/15/2010 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Puente,Permanente
Zenufaná,ZF8-2015-6,09/29/2015 12:00:00 AM,Activo,Jurídica,Privada,Yolombó,Alcantarillado,Permanente
Hevéxicos,HX8-2010-5,12/10/2024 12:00:00 AM,Activo,Jurídica,Privada,Santa Fé De Antioquia,Canalización Trapezoidal,Permanente
Aburrá Norte,AN8-2014-29,02/27/2017 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Provisional
Zenufaná,ZF8-2006-5,08/26/2008 12:00:00 AM,Archivado,Jurídica,Pública,Cisneros,Gaviones,Permanente
Cartama,CA8-2023-94,03/01/2024 12:00:00 AM,Activo,Jurídica,Privada,Támesis,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-28,08/27/2021 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2014-77,09/25/2015 12:00:00 AM,Archivado,Jurídica,Pública,Girardota,Otras Obras y Construcciones,Permanente
Citará,CI8-2021-91,12/22/2021 12:00:00 AM,Activo,Jurídica,Pública,Jardín,Alcantarillado,Permanente
Zenufaná,ZF8-2014-19,11/16/2018 12:00:00 AM,Archivado,,,Maceo,Alcantarillado,Permanente
Hevéxicos,HX8-2011-7,09/25/2019 12:00:00 AM,Archivado,Jurídica,Privada,Santa Fé De Antioquia,Espolones,Permanente
Secretaría Ambiental De Envigado,SAE8-2016-3,05/20/2016 12:00:00 AM,Archivado,Natural,-No aplica-,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2016-19,05/31/2018 12:00:00 AM,Archivado,Jurídica,Privada,Sabaneta,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2014-17,09/30/2015 12:00:00 AM,Archivado,Jurídica,Pública,Barbosa,Otras Obras y Construcciones,Provisional
Aburrá Sur,AS8-2008-6,11/16/2022 12:00:00 AM,Archivado,Jurídica,Privada,Amagá,Alcantarillado,Permanente
Secretaría Ambiental De Envigado,SAE8-2007-13,09/08/2016 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2008-6,09/09/2011 12:00:00 AM,Archivado,Jurídica,Privada,Amagá,Alcantarillado,Permanente
Hevéxicos,HX8-2012-3,06/29/2017 12:00:00 AM,Archivado,Natural,-No aplica-,Santa Fé De Antioquia,Muro contención en concreto,Permanente
Aburrá Sur,AS8-2017-76,08/18/2020 12:00:00 AM,Archivado,Natural,-No aplica-,Caldas,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2015-6,06/25/2015 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Muro contención en concreto,Permanente
Citará,CI8-2019-44,04/06/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Jardín,Alcantarillado,Permanente
Secretaría Ambiental De Envigado,SAE8-2006-7,10/29/2012 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Gaviones,Permanente
Aburrá Norte,AN8-2014-79,03/27/2017 12:00:00 AM,Archivado,Jurídica,Pública,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2008-5,12/15/2022 12:00:00 AM,Archivado,Jurídica,Privada,Titiribí,Puente,Permanente
Zenufaná,ZF8-2010-3,04/23/2015 12:00:00 AM,Archivado,Jurídica,Privada,Vegachí,Puente,Permanente
Citará,CI8-2009-1,11/23/2012 12:00:00 AM,Archivado,Natural,-No aplica-,Ciudad Bolívar,Cobertura Circular,Permanente
Aburrá Norte,AN8-2007-21,12/16/2021 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Jarillón,Permanente
Hevéxicos,HX8-2010-6,01/27/2022 12:00:00 AM,Archivado,Jurídica,Pública,Anzá,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2018-102,01/12/2021 12:00:00 AM,Archivado,Jurídica,Privada,La Estrella,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2017-106,07/27/2018 12:00:00 AM,Archivado,Jurídica,Pública,Maceo,Cobertura en Cajón,Provisional
Aburrá Norte,AN8-2017-64,05/05/2021 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2017-130,12/06/2023 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Puente,Permanente
Tahamíes,TH8-2018-131,08/11/2020 12:00:00 AM,Archivado,Jurídica,Privada,Gómez Plata,Puente,Permanente
Aburrá Norte,AN8-1999-8,05/13/2011 12:00:00 AM,Archivado,Natural,-No aplica-,Barbosa,Gaviones,Permanente
Panzenú,PZ8-2021-131,08/27/2024 12:00:00 AM,Activo,Jurídica,Privada,Cáceres,Cobertura Circular,Provisional
Aburrá Norte,AN8-2005-13,09/24/2010 12:00:00 AM,Archivado,Jurídica,Pública,Girardota,Gaviones,Permanente
Zenufaná,ZF8-2022-92,12/28/2023 12:00:00 AM,Activo,Natural,-No aplica-,Maceo,Puente,Permanente
Panzenú,PZ8-2016-6,12/23/2022 12:00:00 AM,Archivado,Jurídica,Pública,Caucasia,Alcantarillado,Permanente
Panzenú,PZ8-2022-27,06/23/2022 12:00:00 AM,Activo,Jurídica,Privada,Valdivia,Cobertura en Cajón,Permanente
Aburrá Sur,AS8-2017-121,08/20/2020 12:00:00 AM,Archivado,Jurídica,Pública,Itaguí,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2011-15,02/17/2022 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Provisional
Secretaría Ambiental De Envigado,SAE8-2015-17,10/21/2021 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2008-3,11/29/2019 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2021-80,10/11/2021 12:00:00 AM,Archivado,Jurídica,Pública,Itaguí,Otras Obras y Construcciones,Permanente
Cartama,CA8-2015-5,06/02/2021 12:00:00 AM,Activo,Jurídica,Pública,Fredonia,Canalización Trapezoidal,Provisional
Tahamíes,TH8-2014-5,06/26/2015 12:00:00 AM,Activo,Jurídica,Privada,San Pedro De Los Milagros,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2017-62,07/30/2018 12:00:00 AM,Archivado,Jurídica,Privada,Amagá,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2020-70,05/31/2023 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2011-1,12/21/2021 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Provisional
Aburrá Sur,AS8-2020-55,10/06/2022 12:00:00 AM,Archivado,Jurídica,Privada,Sabaneta,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2021-89,10/11/2021 12:00:00 AM,Archivado,Jurídica,Privada,Sabaneta,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2021-119,02/23/2022 12:00:00 AM,Activo,Jurídica,Pública,Bello,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2023-77,12/15/2023 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-42,03/10/2016 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura Abovedada,Permanente
Aburrá Sur,AS8-2020-21,06/30/2020 12:00:00 AM,Archivado,Jurídica,Privada,Amagá,Canalización en U,Provisional
Aburrá Sur,AS8-2000-18,08/06/2015 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2022-86,07/25/2023 12:00:00 AM,Activo,Jurídica,Privada,Caldas,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2007-8,02/01/2008 12:00:00 AM,Archivado,Jurídica,Privada,La Estrella,Muro contención en concreto,Permanente
Secretaría Ambiental De Envigado,SAE8-2018-15,10/25/2022 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2016-7,12/27/2023 12:00:00 AM,Archivado,Jurídica,Pública,Caracolí,Alcantarillado,Permanente
Aburrá Norte,AN8-2013-16,03/09/2015 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Provisional
Hevéxicos,HX8-2008-12,04/30/2013 12:00:00 AM,Archivado,Natural,-No aplica-,San Jerónimo,Canalización en U,Permanente
Hevéxicos,HX8-2013-7,01/16/2014 12:00:00 AM,Archivado,Jurídica,Privada,Santa Fé De Antioquia,Gaviones,Permanente
Zenufaná,ZF8-2014-6,08/31/2016 12:00:00 AM,Archivado,Jurídica,Pública,Puerto Berrío,Cobertura Circular,Permanente
Aburrá Norte,AN8-2006-39,06/25/2007 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2013-21,12/12/2014 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2014-2,09/16/2014 12:00:00 AM,Archivado,Jurídica,Pública,San Jerónimo,Puente,Permanente
Cartama,CA8-2015-5,01/28/2022 12:00:00 AM,Activo,Jurídica,Pública,Fredonia,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2010-3,01/25/2011 12:00:00 AM,Archivado,Jurídica,Privada,Vegachí,Puente,Permanente
Hevéxicos,HX8-2010-4,12/27/2010 12:00:00 AM,Archivado,Jurídica,Privada,Santa Fé De Antioquia,Otras Obras y Construcciones,Provisional
Aburrá Norte,AN8-2007-12,11/06/2019 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Cobertura Circular,Permanente
Aburrá Norte,AN8-2005-10,03/03/2006 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Canalización Triangular o en V,Permanente
Aburrá Norte,AN8-2018-12,05/08/2020 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2014-19,07/14/2015 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-49,04/30/2012 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Puente,Provisional
Aburrá Sur,AS8-2017-84,02/04/2022 12:00:00 AM,Archivado,Jurídica,Privada,La Estrella,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2003-11,02/12/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Barbosa,Puente,Permanente
Panzenú,PZ8-2015-88,02/10/2022 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Tahamíes,TH8-2023-10,08/09/2023 12:00:00 AM,Activo,Jurídica,Privada,Santa Rosa De Osos,Otras Obras y Construcciones,Permanente
Cartama,CA8-2021-17,05/05/2021 12:00:00 AM,Archivado,Jurídica,Privada,Caramanta,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2013-31,04/18/2017 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Cartama,CA8-2023-104,11/28/2023 12:00:00 AM,Activo,Jurídica,Pública,Jericó,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2010-6,01/25/2022 12:00:00 AM,Archivado,Jurídica,Privada,Nechí,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2015-19,12/03/2018 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Puente,Permanente
Aburrá Norte,AN8-2009-12,04/20/2017 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Jarillón,Permanente
Aburrá Norte,AN8-2007-33,08/29/2022 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-43,05/06/2016 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2017-91,07/22/2020 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Canalización Trapezoidal,Permanente
Aburrá Sur,AS8-2023-25,11/23/2023 12:00:00 AM,Activo,Jurídica,Privada,Amagá,Cobertura Circular,Provisional
Aburrá Sur,AS8-2021-106,12/06/2021 12:00:00 AM,Archivado,Jurídica,Privada,Caldas,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2009-7,09/26/2023 12:00:00 AM,Archivado,Jurídica,Privada,Sabaneta,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2019-20,08/15/2023 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2015-7,12/30/2015 12:00:00 AM,Activo,Jurídica,Privada,Yarumal,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2002-1,05/30/2002 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2020-72,08/05/2021 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Canalización Trapezoidal,Permanente
Aburrá Norte,AN8-2008-7,12/14/2022 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Muro contención en concreto,Permanente
Panzenú,PZ8-1999-2,09/24/2020 12:00:00 AM,Archivado,Jurídica,Pública,Cáceres,Espolones,Permanente
Aburrá Sur,AS8-2020-52,01/07/2021 12:00:00 AM,Archivado,Jurídica,Pública,La Estrella,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2024-37,09/26/2024 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2006-9,11/18/2011 12:00:00 AM,Archivado,Natural,-No aplica-,San Jerónimo,Muro contención en concreto,Permanente
Hevéxicos,HX8-2007-4,04/04/2008 12:00:00 AM,Archivado,Jurídica,Privada,Ebéjico,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2017-22,04/20/2017 12:00:00 AM,Archivado,Jurídica,Pública,Copacabana,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2002-7,11/21/2002 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2015-7,08/21/2020 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Citará,CI8-2021-91,07/10/2023 12:00:00 AM,Activo,Jurídica,Pública,Jardín,Alcantarillado,Permanente
Aburrá Norte,AN8-2011-28,05/05/2023 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2010-1,05/19/2017 12:00:00 AM,Archivado,Jurídica,Privada,El Bagre,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2001-7,06/25/2004 12:00:00 AM,Archivado,,,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2013-22,12/31/2015 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2014-80,09/29/2015 12:00:00 AM,Archivado,Jurídica,Pública,Girardota,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2022-27,09/05/2024 12:00:00 AM,Activo,Jurídica,Privada,Valdivia,Canalización en U,Permanente
Aburrá Norte,AN8-2007-29,12/07/2021 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Cobertura Circular,Permanente
Hevéxicos,HX8-2020-91,06/30/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Sopetrán,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2012-54,02/13/2013 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2011-7,11/09/2015 12:00:00 AM,Archivado,Jurídica,Privada,Itaguí,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2016-24,01/06/2017 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2010-7,07/07/2010 12:00:00 AM,Archivado,Jurídica,Pública,Zaragoza,Otras Obras y Construcciones,Permanente
Cartama,CA8-2009-7,07/23/2015 12:00:00 AM,Archivado,Jurídica,Privada,La Pintada,Gaviones,Permanente
Aburrá Norte,AN8-2014-68,09/23/2024 12:00:00 AM,Activo,Jurídica,Pública,Barbosa,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-74,01/13/2022 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2014-48,12/21/2021 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2015-19,11/06/2015 12:00:00 AM,Archivado,Jurídica,Privada,Yalí,Canalización Trapezoidal,Permanente
Panzenú,PZ8-2015-69,07/12/2021 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2014-72,03/27/2017 12:00:00 AM,Archivado,Jurídica,Pública,Barbosa,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2011-3,12/05/2011 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2021-35,12/28/2023 12:00:00 AM,Archivado,Jurídica,-No aplica-,Cisneros,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-9,10/15/2010 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Puente,Permanente
Aburrá Norte,AN8-2024-49,09/10/2024 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2003-4,11/08/2022 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Alcantarillado,Permanente
Aburrá Sur,AS8-2016-11,01/13/2022 12:00:00 AM,Archivado,Jurídica,Privada,Caldas,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2023-88,11/24/2023 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2023-53,11/24/2023 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Cobertura en Cajón,Provisional
Secretaría Ambiental De Envigado,SAE8-2013-17,11/30/2020 12:00:00 AM,Activo,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Citará,CI8-2020-27,06/09/2020 12:00:00 AM,Archivado,Jurídica,Privada,Concordia,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2006-18,04/28/2016 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Cobertura en Cajón,Permanente
Secretaría Ambiental De Envigado,SAE8-2015-8,08/21/2015 12:00:00 AM,Activo,Jurídica,Privada,Envigado,Cobertura en Cajón,Permanente
Hevéxicos,HX8-2017-4,05/26/2017 12:00:00 AM,Archivado,Jurídica,Privada,San Jerónimo,Otras Obras y Construcciones,Permanente
Cartama,CA8-2019-23,09/24/2019 12:00:00 AM,Archivado,Natural,-No aplica-,Jericó,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2013-6,07/08/2014 12:00:00 AM,Archivado,Jurídica,Privada,Sopetrán,Gaviones,Permanente
Aburrá Sur,AS8-2015-1,12/19/2022 12:00:00 AM,Archivado,Jurídica,Privada,Sabaneta,Gaviones,Permanente
Aburrá Sur,AS8-2010-11,01/11/2013 12:00:00 AM,Archivado,Jurídica,Privada,Caldas,Cobertura Circular,Permanente
Aburrá Norte,AN8-2016-41,04/27/2018 12:00:00 AM,Archivado,Jurídica,Pública,Bello,Cobertura en Cajón,Permanente
Zenufaná,ZF8-2014-4,06/02/2022 12:00:00 AM,Archivado,Jurídica,Privada,Remedios,Canalización Triangular o en V,Permanente
Aburrá Norte,AN8-2010-46,12/01/2022 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Puente,Permanente
Panzenú,PZ8-2006-5,02/25/2008 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2013-6,05/29/2023 12:00:00 AM,Archivado,Natural,-No aplica-,Barbosa,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2010-4,11/30/2010 12:00:00 AM,Archivado,Jurídica,Privada,El Bagre,Otras Obras y Construcciones,Permanente
Cartama,CA8-2023-96,11/09/2023 12:00:00 AM,Activo,Jurídica,Privada,Jericó,Gaviones,Permanente
Zenufaná,ZF8-2012-4,10/30/2019 12:00:00 AM,Activo,Jurídica,Privada,Segovia,Represa,Permanente
Aburrá Norte,AN8-2010-48,05/25/2011 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-47,02/10/2022 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Zenufaná,ZF8-2018-69,08/17/2018 12:00:00 AM,Activo,Jurídica,Privada,Amalfi,Otras Obras y Construcciones,Provisional
Panzenú,PZ8-2020-30,06/19/2020 12:00:00 AM,Archivado,Jurídica,Privada,Cáceres,Muro contención en concreto,Permanente
Cartama,CA8-2012-13,11/14/2013 12:00:00 AM,Archivado,Jurídica,Privada,Fredonia,Desvio de Corriente,Provisional
Hevéxicos,HX8-2019-103,06/25/2020 12:00:00 AM,Archivado,Jurídica,Privada,Sopetrán,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2013-8,10/22/2013 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Citará,CI8-2010-1,11/20/2012 12:00:00 AM,Archivado,Jurídica,Privada,Ciudad Bolívar,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2020-50,05/12/2021 12:00:00 AM,Archivado,Jurídica,Pública,La Estrella,Cobertura Abovedada,Permanente
Cartama,CA8-2015-5,10/07/2016 12:00:00 AM,Activo,Jurídica,Pública,Fredonia,Canalización Trapezoidal,Provisional
Cartama,CA8-2007-1,11/19/2021 12:00:00 AM,Activo,Jurídica,Privada,Tarso,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2006-4,09/09/2009 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Cobertura en Cajón,Permanente
Zenufaná,ZF8-2023-90,07/16/2024 12:00:00 AM,Activo,Jurídica,Privada,Yolombó,Canalización en U,Permanente
Aburrá Norte,AN8-2012-30,02/23/2022 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Otras Obras y Construcciones,Permanente
Citará,CI8-2009-5,04/09/2010 12:00:00 AM,Archivado,Jurídica,Privada,Salgar,Muro contención en concreto,Permanente
Cartama,CA8-2016-5,09/05/2016 12:00:00 AM,Archivado,Jurídica,Pública,Fredonia,Gaviones,Permanente
Aburrá Norte,AN8-2016-8,08/30/2016 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Gaviones,Permanente
Tahamíes,TH8-2020-132,03/16/2023 12:00:00 AM,Activo,Jurídica,Privada,Toledo,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2023-103,12/28/2023 12:00:00 AM,Activo,,,Envigado,Alcantarillado,Permanente
Hevéxicos,HX8-2011-14,03/05/2013 12:00:00 AM,Archivado,Jurídica,Privada,Anzá,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2017-135,01/25/2019 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2000-13,02/24/2021 12:00:00 AM,Archivado,Jurídica,Pública,Copacabana,Canalización en U,Permanente
Secretaría Ambiental De Envigado,SAE8-2006-7,02/19/2014 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Muro contención en concreto,Permanente
Aburrá Sur,AS8-2018-22,06/25/2018 12:00:00 AM,Archivado,Jurídica,Privada,Amagá,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2015-7,12/28/2022 12:00:00 AM,Activo,Jurídica,Privada,Yarumal,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-56,05/19/2016 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Panzenú,PZ8-2005-2,09/02/2015 12:00:00 AM,Archivado,Jurídica,Pública,Caucasia,Puente,Permanente
Aburrá Norte,AN8-2015-14,06/21/2016 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-1995-19,10/08/1985 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Canalización Trapezoidal,Permanente
Hevéxicos,HX8-2011-4,12/27/2012 12:00:00 AM,Archivado,Jurídica,Privada,Sopetrán,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2006-4,04/26/2007 12:00:00 AM,Archivado,Jurídica,Pública,Tarazá,Puente,Permanente
Aburrá Norte,AN8-2012-13,12/21/2021 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2013-11,04/20/2018 12:00:00 AM,Archivado,Jurídica,Privada,Anzá,Gaviones,Permanente
Hevéxicos,HX8-2024-11,12/04/2024 12:00:00 AM,Activo,Jurídica,Privada,San Jerónimo,Puente,Permanente
Aburrá Sur,AS8-2020-1,04/13/2020 12:00:00 AM,Archivado,Jurídica,Pública,La Estrella,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2013-25,11/18/2022 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2008-1,02/24/2022 12:00:00 AM,Activo,Jurídica,Privada,Gómez Plata,Alcantarillado,Permanente
Hevéxicos,HX8-2013-11,04/11/2014 12:00:00 AM,Archivado,Jurídica,Privada,Anzá,Canalización Triangular o en V,Permanente
Cartama,CA8-2012-6,07/10/2020 12:00:00 AM,Activo,Jurídica,Privada,Tarso,Cobertura en Cajón,Permanente
Tahamíes,TH8-2008-1,11/29/2023 12:00:00 AM,Activo,Jurídica,Privada,Gómez Plata,Puente,Permanente
Aburrá Norte,AN8-2012-23,09/04/2013 12:00:00 AM,Archivado,Natural,-No aplica-,Girardota,Muro contención en concreto,Permanente
Zenufaná,ZF8-2024-47,09/10/2024 12:00:00 AM,Activo,Jurídica,Privada,Remedios,Canalización Trapezoidal,Permanente
Aburrá Norte,AN8-2002-6,07/05/2023 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Cobertura en Cajón,Permanente
Zenufaná,ZF8-2020-43,12/22/2023 12:00:00 AM,Activo,Jurídica,Privada,Puerto Nare,Desvio de Corriente,Provisional
Cartama,CA8-2016-5,03/05/2018 12:00:00 AM,Archivado,Jurídica,Pública,Fredonia,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2021-56,09/16/2021 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-70,01/08/2019 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2006-8,10/30/2015 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Cobertura Circular,Permanente
Citará,CI8-2008-2,01/29/2010 12:00:00 AM,Archivado,Natural,-No aplica-,Hispania,Muro contención en concreto,Permanente
Hevéxicos,HX8-2024-78,12/03/2024 12:00:00 AM,Activo,Jurídica,Privada,Sopetrán,Otras Obras y Construcciones,Permanente
