Territorial,Expediente,Naturaleza,Tipo Empresa,Estado,Tipo Proyecto,Municipio
Hevéxicos,HX3-2002-49,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Olaya
Hevéxicos,HX3-2002-50,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Olaya
Hevéxicos,HX3-2002-52,Jurídica,Pública,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-2002-53,Jurídica,Pública,Archivado,Otros,Santa Fé De Antioquia
Hevéxicos,HX3-2003-1,Jurídica,Pública,Archivado,Otros,Olaya
Hevéxicos,HX3-2003-2,Jurídica,Privada,Archivado,Caza comercial y el establecimiento de zoocriaderos con fines comerciales,Sopetrán
Hevéxicos,HX3-2004-1,Natural,-No aplica-,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Anzá
Hevéxicos,HX3-2005-1,Jurídica,Pública,Archivado,Otros,Ebéjico
Hevéxicos,HX3-2005-3,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Sopetrán
Hevéxicos,HX3-2005-4,Natural,-No aplica-,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-2005-5,Jurídica,Pública,Activo,Construcción y operación de rellenos sanitarios,Caicedo
Hevéxicos,HX3-2005-6,Jurídica,Pública,Archivado,"Construcción de nuevas calzadas, en la red vial secundaria y terciaria",Sabanalarga
Hevéxicos,HX3-2006-1,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Sopetrán
Hevéxicos,HX3-2006-2,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,San Jerónimo
Hevéxicos,HX3-2006-3,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Ebéjico
Hevéxicos,HX3-2006-5,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Santa Fé De Antioquia
Hevéxicos,HX3-2006-6,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Sopetrán
Hevéxicos,HX3-2007-1,Jurídica,Pública,Activo,Construcción y operación de rellenos sanitarios,Anzá
Hevéxicos,HX3-2007-3,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Santa Fé De Antioquia
Hevéxicos,HX3-2007-4,Natural,-No aplica-,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Olaya
Hevéxicos,HX3-2007-5,Natural,-No aplica-,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Buriticá
Hevéxicos,HX3-2007-6,Natural,-No aplica-,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Buriticá
Tahamíes,HX3-2008-1,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Yarumal
Hevéxicos,HX3-2008-2,Natural,-No aplica-,Archivado,Otros,Liborina
Hevéxicos,HX3-2008-3,Jurídica,Pública,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Sopetrán
Hevéxicos,HX3-2008-4,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Sopetrán
Hevéxicos,HX3-2008-5,Natural,-No aplica-,Activo,Otros,Anzá
Hevéxicos,HX3-2009-1,Jurídica,Privada,Activo,Otros,Sopetrán
Hevéxicos,HX3-2009-2,Jurídica,Privada,Archivado,"Tendido de líneas sistema de transmisión conformado por el conjunto de líneas con sus equipos asociados, que operan a tensiones menores de 220 KV y que no pertenecen a un sistema de distribución local",Anzá
Hevéxicos,HX3-2009-3,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Liborina
Hevéxicos,HX3-2009-4,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Buriticá
Hevéxicos,HX3-2009-5,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,Santa Fé De Antioquia
Hevéxicos,HX3-2009-6,Jurídica,Pública,Activo,Otros,Liborina
Hevéxicos,HX3-2009-7,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Sabanalarga
Hevéxicos,HX3-2010-1,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Caicedo
Hevéxicos,HX3-2010-2,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Sopetrán
Hevéxicos,HX3-2010-3,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Ebéjico
Hevéxicos,HX3-2010-4,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Ebéjico
Hevéxicos,HX3-2010-5,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Caicedo
Hevéxicos,HX3-2011-1,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,San Jerónimo
Hevéxicos,HX3-2011-2,Natural,-No aplica-,Archivado,Caza comercial y el establecimiento de zoocriaderos con fines comerciales,Santa Fé De Antioquia
Hevéxicos,HX3-2011-3,Jurídica,Privada,Activo,Otros,Sopetrán
Hevéxicos,HX3-2011-4,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Anzá
Hevéxicos,HX3-2011-5,Jurídica,Privada,Activo,Otros,Santa Fé De Antioquia
Hevéxicos,HX3-2011-6,Jurídica,Privada,Archivado,Otros,Ebéjico
Hevéxicos,HX3-2012-1,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,Buriticá
Hevéxicos,HX3-2012-2,Natural,-No aplica-,Archivado,Minería,San Jerónimo
Hevéxicos,HX3-2012-3,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Buriticá
Hevéxicos,HX3-2012-4,Natural,-No aplica-,Activo,Explota Carbón: menor a 800.000 toneladas/año,Sopetrán
Hevéxicos,HX3-2012-5,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Santa Fé De Antioquia
Hevéxicos,HX3-2013-1,Jurídica,Privada,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Ebéjico
Hevéxicos,HX3-2013-2,Jurídica,Privada,Archivado,Otros,Santa Fé De Antioquia
Hevéxicos,HX3-2013-3,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2014-1,Jurídica,Privada,Archivado,Minería,Caicedo
Hevéxicos,HX3-2014-10,Natural,-No aplica-,Archivado,Minería,Santa Fé De Antioquia
Hevéxicos,HX3-2014-11,Jurídica,Privada,Archivado,Minería,Buriticá
Hevéxicos,HX3-2014-12,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2014-13,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2014-14,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2014-15,Natural,-No aplica-,Archivado,Minería,Santa Fé De Antioquia
Hevéxicos,HX3-2014-16,Natural,-No aplica-,Archivado,Minería,Santa Fé De Antioquia
Hevéxicos,HX3-2014-17,Natural,-No aplica-,Archivado,Minería,Santa Fé De Antioquia
Hevéxicos,HX3-2014-18,Natural,-No aplica-,Archivado,Minería,Santa Fé De Antioquia
Hevéxicos,HX3-2014-19,Jurídica,Privada,Activo,Minería,Olaya
Hevéxicos,HX3-2014-2,Natural,-No aplica-,Archivado,Minería,Santa Fé De Antioquia
Hevéxicos,HX3-2014-20,Jurídica,Privada,Archivado,Minería,Buriticá
Hevéxicos,HX3-2014-3,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2014-4,Natural,-No aplica-,Archivado,Minería,Caicedo
Hevéxicos,HX3-2014-5,Natural,-No aplica-,Archivado,Otros,Santa Fé De Antioquia
Hevéxicos,HX3-2014-6,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2014-7,Natural,-No aplica-,Archivado,Minería,Santa Fé De Antioquia
Hevéxicos,HX3-2014-8,Natural,-No aplica-,Archivado,Minería,Santa Fé De Antioquia
Hevéxicos,HX3-2014-9,Jurídica,Privada,Archivado,Minería,Buriticá
Hevéxicos,HX3-2015-1,Jurídica,Privada,Archivado,Minería,Sopetrán
Hevéxicos,HX3-2015-2,Jurídica,Privada,Archivado,Minería,Buriticá
Hevéxicos,HX3-2015-3,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2015-4,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2015-5,Jurídica,Privada,Archivado,Minería,Buriticá
Hevéxicos,HX3-2015-6,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2015-7,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2016-1,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2016-10,Jurídica,Privada,Archivado,Minería,Buriticá
Hevéxicos,HX3-2016-11,Jurídica,Privada,Archivado,Minería,Buriticá
Hevéxicos,HX3-2016-12,Jurídica,Privada,Archivado,Minería,Buriticá
Hevéxicos,HX3-2016-13,Jurídica,Privada,Archivado,Minería,Buriticá
Hevéxicos,HX3-2016-14,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Buriticá
Hevéxicos,HX3-2016-15,Natural,-No aplica-,Archivado,Minería,Olaya
Hevéxicos,HX3-2016-2,Jurídica,Privada,Archivado,Minería,Buriticá
Hevéxicos,HX3-2016-3,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2016-4,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2016-5,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2016-6,Natural,-No aplica-,Archivado,Minería,Buriticá
Hevéxicos,HX3-2016-7,Jurídica,Privada,Archivado,Minería,Buriticá
Hevéxicos,HX3-2016-8,Jurídica,Privada,Archivado,Otros,Liborina
Hevéxicos,HX3-2016-9,Jurídica,Privada,Archivado,Minería,Santa Fé De Antioquia
Hevéxicos,HX3-2017-20,Jurídica,Pública,Activo,"Construcción de carreteras, en la red vial secundaria y terciaria",Buriticá
Hevéxicos,HX3-2017-21,Jurídica,Privada,Activo,Minería,Buriticá
Hevéxicos,HX3-2017-25,Jurídica,Privada,Activo,Minería,Buriticá
Hevéxicos,HX3-2017-3,Jurídica,Privada,Activo,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,San Jerónimo
Hevéxicos,HX3-2017-5,Natural,-No aplica-,Archivado,Minería,Sopetrán
Hevéxicos,HX3-2017-9,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Sopetrán
Hevéxicos,HX3-2018-1,Jurídica,Privada,Activo,Minería,Buriticá
Hevéxicos,HX3-2018-2,Jurídica,Privada,Activo,Minería,Buriticá
Hevéxicos,HX3-2018-3,Jurídica,Privada,Activo,Minería,Buriticá
Hevéxicos,HX3-2019-20,Jurídica,Privada,Activo,Minería,Buriticá
Hevéxicos,HX3-2019-28,Jurídica,Privada,Archivado,Minería,Buriticá
Hevéxicos,HX3-2019-5,Jurídica,Privada,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Sopetrán
Hevéxicos,HX3-2021-10,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,Caicedo
Hevéxicos,HX3-2021-13,Natural,-No aplica-,Activo,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Anzá
Hevéxicos,HX3-2021-9,Jurídica,Privada,Activo,Minería,Buriticá
Hevéxicos,HX3-2023-20,Jurídica,Pública,Activo,"Construcción de rompeolas, tajamares, canales y rellenos hidráulicos",Caicedo
Tahamíes,I-1326,Jurídica,Privada,Archivado,Otros,San Pedro De Los Milagros
Aburrá Sur,OJ3-2004-1,Jurídica,Privada,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Medellín
Aburrá Sur,OJ3-2004-3,Jurídica,Pública,Activo,Construcción y operación de rellenos sanitarios,Heliconia
Panzenú,PZ3-1995-379,Jurídica,Pública,Archivado,Otros,Caucasia
Panzenú,PZ3-1997-764,Jurídica,Pública,Activo,Construcción y operación de rellenos sanitarios,Valdivia
Panzenú,PZ3-1998-1218,Jurídica,Privada,Archivado,Otros,Caucasia
Panzenú,PZ3-1999-13,Jurídica,Privada,Archivado,Otros,Caucasia
Panzenú,PZ3-1999-21,Jurídica,Privada,Archivado,Otros,Cáceres
Panzenú,PZ3-2000-11,Natural,-No aplica-,Archivado,Otros,Cáceres
Panzenú,PZ3-2000-4,Jurídica,Pública,Archivado,Otros,Caucasia
Panzenú,PZ3-2000-8,Natural,-No aplica-,Archivado,Otros,Caucasia
Panzenú,PZ3-2001-14,Jurídica,Privada,Archivado,Otros,Caucasia
Panzenú,PZ3-2001-19,Jurídica,Pública,Archivado,Otros,Caucasia
Panzenú,PZ3-2001-24,Jurídica,Pública,Archivado,Otros,El Bagre
Panzenú,PZ3-2001-6,Jurídica,Privada,Archivado,Otros,Caucasia
Panzenú,PZ3-2002-2,Natural,-No aplica-,Archivado,Otros,Cáceres
Panzenú,PZ3-2003-1,Jurídica,Pública,Archivado,Otros,El Bagre
Panzenú,PZ3-2003-3,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Zaragoza
Panzenú,PZ3-2003-4,Jurídica,Privada,Activo,Construcción y operación de rellenos sanitarios,Caucasia
Panzenú,PZ3-2004-1,Natural,-No aplica-,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Zaragoza
Panzenú,PZ3-2005-1,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Caucasia
Panzenú,PZ3-2005-2,Natural,-No aplica-,Archivado,Minería,Valdivia
Panzenú,PZ3-2005-3,Natural,-No aplica-,Archivado,Minería,Cáceres
Panzenú,PZ3-2005-4,Jurídica,Privada,Archivado,Otros,Caucasia
Panzenú,PZ3-2006-2,Jurídica,Pública,Activo,Construcción y operación de rellenos sanitarios,Nechí
Panzenú,PZ3-2007-1,Jurídica,Privada,Activo,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Zaragoza
Panzenú,PZ3-2007-2,Natural,-No aplica-,Archivado,Otros,El Bagre
Panzenú,PZ3-2008-1,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Caucasia
Panzenú,PZ3-2008-10,Jurídica,Privada,Archivado,Otros,Caucasia
Panzenú,PZ3-2008-2,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Tarazá
Panzenú,PZ3-2008-3,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Nechí
Panzenú,PZ3-2008-4,Natural,-No aplica-,Activo,Otros,Valdivia
Panzenú,PZ3-2008-5,Natural,-No aplica-,Activo,Otros,Zaragoza
Panzenú,PZ3-2008-6,Natural,-No aplica-,Activo,Otros,Zaragoza
Panzenú,PZ3-2008-7,Natural,-No aplica-,Activo,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Tarazá
Panzenú,PZ3-2008-8,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Nechí
Panzenú,PZ3-2008-9,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Zaragoza
Panzenú,PZ3-2009-1,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Caucasia
Panzenú,PZ3-2009-2,Jurídica,Privada,Archivado,Otros,Nechí
Panzenú,PZ3-2009-3,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Zaragoza
Panzenú,PZ3-2009-4,Jurídica,Privada,Activo,Construcción y operación de rellenos sanitarios,Tarazá
Panzenú,PZ3-2009-5,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Zaragoza
Panzenú,PZ3-2010-1,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Nechí
Panzenú,PZ3-2010-2,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Nechí
Panzenú,PZ3-2010-3,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Zaragoza
Panzenú,PZ3-2010-4,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Zaragoza
Panzenú,PZ3-2010-5,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Zaragoza
Panzenú,PZ3-2010-6,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Zaragoza
Panzenú,PZ3-2010-7,Jurídica,Privada,Activo,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Zaragoza
Panzenú,PZ3-2011-1,Jurídica,Privada,Activo,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Caucasia
Panzenú,PZ3-2011-2,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Anorí
Panzenú,PZ3-2011-3,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Zaragoza
Panzenú,PZ3-2011-4,Jurídica,Privada,Archivado,Construcción y Operación de Centrales Generadoras,Tarazá
Panzenú,PZ3-2011-5,Jurídica,Privada,Archivado,Construcción y Operación de Centrales Generadoras,Tarazá
Panzenú,PZ3-2012-1,Jurídica,Privada,Archivado,Otros,Zaragoza
Panzenú,PZ3-2012-2,Natural,-No aplica-,Archivado,Minería,Valdivia
Panzenú,PZ3-2012-3,Natural,-No aplica-,Archivado,Minería,Tarazá
Panzenú,PZ3-2012-4,Jurídica,Privada,Archivado,Otros,Valdivia
Panzenú,PZ3-2012-5,Jurídica,Privada,Archivado,Otros,Valdivia
Panzenú,PZ3-2012-6,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Nechí
Panzenú,PZ3-2012-7,Natural,-No aplica-,Archivado,Minería,Caucasia
Panzenú,PZ3-2012-8,Jurídica,Privada,Archivado,Minería,Nechí
Panzenú,PZ3-2013-1,Jurídica,Pública,Archivado,Minería,Caucasia
Panzenú,PZ3-2013-2,Natural,-No aplica-,Activo,Minería,Tarazá
Panzenú,PZ3-2013-3,Jurídica,Privada,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Cáceres
Panzenú,PZ3-2013-4,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Cáceres
Panzenú,PZ3-2013-5,Jurídica,Privada,Activo,Otros,Tarazá
Panzenú,PZ3-2013-6,Natural,-No aplica-,Archivado,Otros,Cáceres
Panzenú,PZ3-2014-1,Natural,-No aplica-,Archivado,Minería,Caucasia
Panzenú,PZ3-2014-2,Natural,-No aplica-,Archivado,Minería,Nechí
Panzenú,PZ3-2014-3,Jurídica,Privada,Activo,Minería,Zaragoza
Panzenú,PZ3-2014-4,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Valdivia
Panzenú,PZ3-2014-5,Jurídica,Privada,Archivado,Minería,Zaragoza
Panzenú,PZ3-2014-6,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Caucasia
Panzenú,PZ3-2014-7,Jurídica,Pública,Activo,Minería,Caucasia
Panzenú,PZ3-2014-8,Jurídica,Privada,Archivado,Minería,Zaragoza
Panzenú,PZ3-2014-9,Natural,-No aplica-,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Cáceres
Panzenú,PZ3-2015-1,Jurídica,Privada,Archivado,Minería,Zaragoza
Panzenú,PZ3-2015-10,Jurídica,Privada,Archivado,Construcción y operación de rellenos sanitarios,Caucasia
Panzenú,PZ3-2015-11,Jurídica,Pública,Activo,"Tendido de líneas sistema de transmisión conformado por el conjunto de líneas con sus equipos asociados, que operan a tensiones menores de 220 KV y que no pertenecen a un sistema de distribución local",Caucasia
Aburrá Norte,PZ3-2015-12,Jurídica,Privada,Activo,Minería,Tarazá
Aburrá Norte,PZ3-2015-13,Natural,-No aplica-,Activo,Minería,Cáceres
Aburrá Norte,PZ3-2015-14,Natural,-No aplica-,Activo,Minería,Tarazá
Aburrá Norte,PZ3-2015-15,Natural,-No aplica-,Activo,Minería,Caucasia
Panzenú,PZ3-2015-16,Natural,-No aplica-,Activo,Minería,Tarazá
Panzenú,PZ3-2015-17,Natural,-No aplica-,Archivado,Minería,Cáceres
Aburrá Norte,PZ3-2015-18,Natural,-No aplica-,Activo,Minería,Tarazá
Panzenú,PZ3-2015-19,Natural,-No aplica-,Activo,Minería,Zaragoza
Panzenú,PZ3-2015-2,Jurídica,Privada,Activo,Minería,Cáceres
Panzenú,PZ3-2015-3,Natural,-No aplica-,Archivado,Minería,Cáceres
Panzenú,PZ3-2015-4,Natural,-No aplica-,Archivado,Minería,Cáceres
Panzenú,PZ3-2015-5,Natural,-No aplica-,Archivado,Minería,Tarazá
Panzenú,PZ3-2015-6,Natural,-No aplica-,Archivado,Minería,Caucasia
Panzenú,PZ3-2015-7,Natural,-No aplica-,Archivado,Minería,Tarazá
Panzenú,PZ3-2015-8,Natural,-No aplica-,Archivado,Minería,Tarazá
Panzenú,PZ3-2015-9,Natural,-No aplica-,Archivado,Minería,Tarazá
Panzenú,PZ3-2016-1,Jurídica,Privada,Archivado,Minería,Cáceres
Panzenú,PZ3-2016-2,Jurídica,Privada,Activo,Construcción y operación de rellenos sanitarios,Caucasia
Panzenú,PZ3-2016-3,Natural,-No aplica-,Archivado,Minería,El Bagre
Panzenú,PZ3-2016-4,Jurídica,Privada,Activo,Minería,Zaragoza
Panzenú,PZ3-2016-5,Jurídica,Privada,Archivado,Minería,Cáceres
Panzenú,PZ3-2016-6,Jurídica,Privada,Activo,Minería,Cáceres
Panzenú,PZ3-2017-11,Jurídica,Privada,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Zaragoza
Panzenú,PZ3-2017-19,Natural,-No aplica-,Activo,Minería,Cáceres
Panzenú,PZ3-2017-2,Jurídica,Privada,Archivado,Otros,Cáceres
Panzenú,PZ3-2017-8,Jurídica,Privada,Archivado,Minería,Cáceres
Panzenú,PZ3-2018-16,Jurídica,Privada,Archivado,Minería,Zaragoza
Panzenú,PZ3-2018-19,Jurídica,Privada,Archivado,Construcción y operación de rellenos sanitarios,Tarazá
Panzenú,PZ3-2018-23,Jurídica,Privada,Archivado,Minería,Zaragoza
Panzenú,PZ3-2018-39,Natural,-No aplica-,Archivado,Minería,Zaragoza
Panzenú,PZ3-2019-19,Jurídica,Privada,Activo,Minería,Zaragoza
Panzenú,PZ3-2020-12,Jurídica,Privada,Archivado,Minería,Cáceres
Panzenú,PZ3-2020-18,Natural,-No aplica-,Activo,Minería,Caucasia
Panzenú,PZ3-2021-20,Natural,-No aplica-,Activo,Minería,Cáceres
Panzenú,PZ3-2021-21,Jurídica,Privada,Activo,Minería,Nechí
Panzenú,PZ3-2021-5,Natural,-No aplica-,Archivado,Minería,Cáceres
Panzenú,PZ3-2021-7,Jurídica,Privada,Activo,Minería,Zaragoza
Panzenú,PZ3-2022-10,Natural,-No aplica-,Activo,Minería,Cáceres
Panzenú,PZ3-2022-11,Natural,-No aplica-,Activo,Minería,Tarazá
Panzenú,PZ3-2022-12,Natural,-No aplica-,Activo,Minería,Cáceres
Panzenú,PZ3-2022-13,Natural,-No aplica-,Activo,Minería,Caucasia
Panzenú,PZ3-2022-14,Natural,-No aplica-,Activo,Minería,Cáceres
Panzenú,PZ3-2022-15,Natural,-No aplica-,Activo,Minería,Caucasia
Panzenú,PZ3-2022-16,Jurídica,Privada,Activo,Minería,Tarazá
Panzenú,PZ3-2022-17,Jurídica,Privada,Activo,Minería,Cáceres
Panzenú,PZ3-2022-24,Natural,-No aplica-,Activo,Minería,Zaragoza
Panzenú,PZ3-2022-28,Jurídica,Privada,Activo,Minería,El Bagre
Panzenú,PZ3-2022-29,Natural,-No aplica-,Activo,Minería,Nechí
Panzenú,PZ3-2022-30,Natural,-No aplica-,Archivado,Minería,Cáceres
Panzenú,PZ3-2022-32,Jurídica,Privada,Activo,Minería,Nechí
Panzenú,PZ3-2022-42,Natural,-No aplica-,Activo,Minería,Cáceres
Panzenú,PZ3-2022-45,Natural,-No aplica-,Activo,Minería,Zaragoza
Panzenú,PZ3-2022-5,Natural,-No aplica-,Activo,Minería,Cáceres
Panzenú,PZ3-2022-50,Natural,-No aplica-,Activo,Minería,Nechí
Panzenú,PZ3-2022-52,Jurídica,Privada,Activo,Minería,Zaragoza
Panzenú,PZ3-2022-6,Natural,-No aplica-,Archivado,Minería,Zaragoza
Panzenú,PZ3-2022-7,Natural,-No aplica-,Activo,Minería,Caucasia
Panzenú,PZ3-2023-11,Jurídica,Privada,Activo,Minería,Cáceres
Panzenú,PZ3-2023-12,Natural,-No aplica-,Activo,Minería,Cáceres
Panzenú,PZ3-2023-14,Jurídica,Privada,Activo,Minería,Cáceres
Panzenú,PZ3-2023-2,Jurídica,Privada,Activo,Minería,Cáceres
Panzenú,PZ3-2024-1,Natural,-No aplica-,Activo,Minería,Zaragoza
Panzenú,PZ3-2024-11,Natural,-No aplica-,Activo,Minería,Tarazá
Panzenú,PZ3-2024-13,Natural,-No aplica-,Activo,,Cáceres
Panzenú,PZ3-2024-5,Natural,-No aplica-,Activo,Minería,Cáceres
Secretaría Ambiental De Envigado,SAE3-1996-108,Natural,-No aplica-,Archivado,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1996-203,Jurídica,Privada,Activo,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1996-218,Natural,-No aplica-,Archivado,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1996-226,Jurídica,Privada,Archivado,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1996-351,Jurídica,Pública,Archivado,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1996-406,Jurídica,Privada,Activo,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1996-514,Natural,-No aplica-,Archivado,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1996-528,Natural,-No aplica-,Archivado,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1997-1013,Jurídica,Privada,Activo,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1997-1014,Jurídica,Privada,Archivado,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1997-1037,Natural,-No aplica-,Archivado,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1997-593,Jurídica,Privada,Archivado,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1997-667,Natural,-No aplica-,Archivado,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1997-693,Natural,-No aplica-,Archivado,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1997-719,Natural,-No aplica-,Activo,Minería,Envigado
Secretaría Ambiental De Envigado,SAE3-1997-781,Natural,-No aplica-,Archivado,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1997-968,Natural,-No aplica-,Archivado,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1998-1103,Jurídica,Pública,Archivado,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1998-1106,Jurídica,Privada,Activo,Otros,Envigado
Secretaría Ambiental De Envigado,SAE3-1998-1164,Natural,-No aplica-,Archivado,Otros,Envigado
